Month (abbr),Year,Country/Area,집계(Growth Rate(%)),합계(Visitor Arrivals)
Mar.,2024,Nauru,-38.095238095238095,13
Feb.,2024,Nauru,-100,0
Jan.,2024,Nauru,-66.666666666666657,3
Dec.,2024,Namibia,-99.553118017469018,22
Nov.,2024,Namibia,-99.600924175593363,19
Oct.,2024,Namibia,-99.617802983602516,31
Sep.,2024,Namibia,-99.551430781129156,29
Aug.,2024,Namibia,-99.697485346946493,16
Jul.,2024,Namibia,-99.767233661593551,13
Jun.,2024,Namibia,-99.278611815168645,37
May,2024,Namibia,-99.206495663406542,43
Apr.,2024,Namibia,-99.486723916691346,52
Mar.,2024,Namibia,-99.694589877835952,21
Feb.,2024,Namibia,-99.770312948607526,8
Jan.,2024,Namibia,-99.79661016949153,9
Dec.,2024,Myanmar,22277.272727272728,4923
Nov.,2024,Myanmar,21540.909090909092,4761
Oct.,2024,Myanmar,15203.773584905663,8111
Sep.,2024,Myanmar,11444.642857142857,6465
Aug.,2024,Myanmar,11653.333333333334,5289
Jul.,2024,Myanmar,10850.980392156864,5585
Jun.,2024,Myanmar,6738.666666666667,5129
May,2024,Myanmar,19970.370370370369,5419
Apr.,2024,Myanmar,34834.482758620688,10131
Mar.,2024,Myanmar,52792.307692307688,6876
Feb.,2024,Myanmar,21668.75,3483
Jan.,2024,Myanmar,14174.193548387098,4425
Dec.,2024,Mozambique,-88.172043010752688,22
Nov.,2024,Mozambique,-92.592592592592595,22
Oct.,2024,Mozambique,-86.479591836734699,53
Sep.,2024,Mozambique,-80.887372013651884,56
Aug.,2024,Mozambique,-88.28125,45
Jul.,2024,Mozambique,-81.978798586572438,51
Jun.,2024,Mozambique,-64.454976303317537,75
May,2024,Mozambique,-93.300248138957826,27
Apr.,2024,Mozambique,-92.076502732240442,29
Mar.,2024,Mozambique,-91.275167785234899,13
Feb.,2024,Mozambique,-91.794871794871796,16
Jan.,2024,Mozambique,-77.536231884057969,31
Dec.,2024,Morocco,745.45454545454538,186
Nov.,2024,Morocco,924.13793103448279,297
Oct.,2024,Morocco,1019.9999999999999,392
Sep.,2024,Morocco,474.50980392156862,293
Aug.,2024,Morocco,1569.5652173913043,384
Jul.,2024,Morocco,4616.6666666666661,283
Jun.,2024,Morocco,580.64516129032256,211
May,2024,Morocco,795.55555555555554,403
Apr.,2024,Morocco,889.18918918918916,366
Mar.,2024,Morocco,776.47058823529414,149
Feb.,2024,Morocco,2685.7142857142858,195
Jan.,2024,Morocco,1625,138
Dec.,2024,Montenegro,-99.576515880654469,22
Nov.,2024,Montenegro,-99.313121743249639,29
Oct.,2024,Montenegro,-99.227884403264937,35
Sep.,2024,Montenegro,-98.891545316235593,51
Aug.,2024,Montenegro,-99.565463820139812,23
Jul.,2024,Montenegro,-99.855838539163869,6
Jun.,2024,Montenegro,-99.210191082802552,31
May,2024,Montenegro,-98.754842280022132,45
Apr.,2024,Montenegro,-99.181777974347625,37
Mar.,2024,Montenegro,-99.672636241093784,17
Feb.,2024,Montenegro,-99.778830963665087,7
Jan.,2024,Montenegro,-99.826989619377159,8
Dec.,2024,Mongolia,57622.222222222219,5195
Nov.,2024,Mongolia,30057.142857142855,4222
Oct.,2024,Mongolia,25083.333333333336,4533
Sep.,2024,Mongolia,91920,4601
Aug.,2024,Mongolia,132225,5293
Jul.,2024,Mongolia,46144.444444444445,4162
Jun.,2024,Mongolia,55971.428571428565,3925
May,2024,Mongolia,32754.545454545456,3614
Apr.,2024,Mongolia,10666.666666666668,4522
Mar.,2024,Mongolia,19133.333333333336,5193
Feb.,2024,Mongolia,39462.5,3165
Jan.,2024,Mongolia,51277.777777777781,4624
Dec.,2024,Monaco,-55.000000000000007,9
Nov.,2024,Monaco,-68.888888888888886,14
Oct.,2024,Monaco,-60.869565217391312,18
Sep.,2024,Monaco,-92.857142857142861,5
Aug.,2024,Monaco,-84,4
Jul.,2024,Monaco,-62.5,9
Jun.,2024,Monaco,-74.074074074074076,7
May,2024,Monaco,-70.270270270270274,11
Apr.,2024,Monaco,23.529411764705881,42
Mar.,2024,Monaco,-42.553191489361701,27
Feb.,2024,Monaco,-70.370370370370367,8
Jan.,2024,Monaco,-43.75,9
Dec.,2024,Moldova,-33.333333333333329,20
Nov.,2024,Moldova,-25,45
Oct.,2024,Moldova,0,46
Sep.,2024,Moldova,40,70
Aug.,2024,Moldova,-24.242424242424242,25
Jul.,2024,Moldova,-63.636363636363633,24
Jun.,2024,Moldova,-73.786407766990294,27
May,2024,Moldova,27.586206896551722,37
Apr.,2024,Moldova,41.666666666666671,34
Mar.,2024,Moldova,-12.962962962962962,47
Feb.,2024,Moldova,35,27
Jan.,2024,Moldova,-36,16
Dec.,2024,Micronesia,-99.750436735712498,30
Nov.,2024,Micronesia,-99.556606562222882,60
Oct.,2024,Micronesia,-99.760404187718109,46
Sep.,2024,Micronesia,-99.666043280790802,50
Aug.,2024,Micronesia,-99.726866412845567,33
Jul.,2024,Micronesia,-99.587783398913246,66
Jun.,2024,Micronesia,-99.042483963930465,103
May,2024,Micronesia,-99.748132708007645,29
Apr.,2024,Micronesia,-99.796368572883083,24
Mar.,2024,Micronesia,-99.650982419855225,54
Feb.,2024,Micronesia,-99.739718896408121,20
Jan.,2024,Micronesia,-99.632623071271127,25
Dec.,2024,Mexico,7274.8466257668706,12021
Nov.,2024,Mexico,7588.636363636364,13532
Oct.,2024,Mexico,8283.8427947598248,19199
Sep.,2024,Mexico,11242.424242424242,14972
Aug.,2024,Mexico,8783.8235294117658,12082
Jul.,2024,Mexico,11848.507462686566,16011
Jun.,2024,Mexico,8939.4957983193272,10757
May,2024,Mexico,5331.132075471698,11514
Apr.,2024,Mexico,7000,11786
Mar.,2024,Mexico,12377.41935483871,15472
Feb.,2024,Mexico,12096.825396825396,7684
Jan.,2024,Mexico,8737.6623376623374,6805
Dec.,2024,Mauritius,2228.5714285714284,163
Nov.,2024,Mauritius,1073.3333333333333,176
Oct.,2024,Mauritius,1981.8181818181818,229
Sep.,2024,Mauritius,1220,132
Aug.,2024,Mauritius,1033.3333333333335,136
Jul.,2024,Mauritius,1016.6666666666666,134
Jun.,2024,Mauritius,643.75,119
May,2024,Mauritius,3433.3333333333335,212
Apr.,2024,Mauritius,3220.0000000000005,166
Mar.,2024,Mauritius,4033.3333333333335,124
Feb.,2024,Mauritius,472.72727272727275,63
Jan.,2024,Mauritius,1440,77
Dec.,2024,Mauritania,-12.5,7
Nov.,2024,Mauritania,-25,15
Oct.,2024,Mauritania,-47.619047619047613,11
Sep.,2024,Mauritania,-47.368421052631575,10
Aug.,2024,Mauritania,100,12
Jul.,2024,Mauritania,-36.84210526315789,12
Jun.,2024,Mauritania,-65.957446808510639,16
May,2024,Mauritania,-33.333333333333329,6
Apr.,2024,Mauritania,-16.666666666666664,5
Mar.,2024,Mauritania,-86.956521739130437,3
Feb.,2024,Mauritania,37.5,11
Jan.,2024,Mauritania,0,5
Dec.,2024,Marshall,-96.506550218340621,8
Nov.,2024,Marshall,-92.932862190812728,20
Oct.,2024,Marshall,-92.193308550185876,21
Sep.,2024,Marshall,-92.519685039370074,19
Aug.,2024,Marshall,-97.321428571428569,6
Jul.,2024,Marshall,-93.645484949832778,19
Jun.,2024,Marshall,-62.698412698412696,47
May,2024,Marshall,-95.609756097560975,9
Apr.,2024,Marshall,-97.857142857142847,6
Mar.,2024,Marshall,-95.116772823779201,23
Feb.,2024,Marshall,-92,8
Jan.,2024,Marshall,-91.803278688524586,5
Dec.,2024,Malta,2190,229
Nov.,2024,Malta,1668.75,283
Oct.,2024,Malta,2141.666666666667,269
Sep.,2024,Malta,1109.5238095238094,254
Aug.,2024,Malta,672.41379310344826,224
Jul.,2024,Malta,1259.0909090909092,299
Jun.,2024,Malta,687.5,126
May,2024,Malta,606.89655172413791,205
Apr.,2024,Malta,1766.6666666666667,280
Mar.,2024,Malta,946.66666666666663,471
Feb.,2024,Malta,525,100
Jan.,2024,Malta,408.33333333333331,61
Dec.,2024,Mali,-76.744186046511629,10
Nov.,2024,Mali,-74.603174603174608,16
Oct.,2024,Mali,-77.777777777777786,12
Sep.,2024,Mali,-71.232876712328761,21
Aug.,2024,Mali,-36.95652173913043,29
Jul.,2024,Mali,-66.153846153846146,22
Jun.,2024,Mali,-74.193548387096769,16
May,2024,Mali,-67.777777777777786,29
Apr.,2024,Mali,-68.085106382978722,15
Mar.,2024,Mali,28.571428571428569,45
Feb.,2024,Mali,-75,16
Jan.,2024,Mali,-68.421052631578945,12
Dec.,2024,Maldives,-99.939968448533406,43
Nov.,2024,Maldives,-99.898431328292517,63
Oct.,2024,Maldives,-99.901980359768388,54
Sep.,2024,Maldives,-99.817065530635262,73
Aug.,2024,Maldives,-99.732153254920235,46
Jul.,2024,Maldives,-99.662512980269995,65
Jun.,2024,Maldives,-99.718718809545408,62
May,2024,Maldives,-99.772508973257175,90
Apr.,2024,Maldives,-99.897788313072226,47
Mar.,2024,Maldives,-99.916573308225878,35
Feb.,2024,Maldives,-99.893648841769419,64
Jan.,2024,Maldives,-99.881542442096077,38
Dec.,2024,Malaysia,447581.25,71629
Nov.,2024,Malaysia,167540.54054054053,62027
Oct.,2024,Malaysia,141158.97435897437,55091
Sep.,2024,Malaysia,97229.268292682929,39905
Aug.,2024,Malaysia,57146.666666666672,17174
Jul.,2024,Malaysia,174990.90909090909,19260
Jun.,2024,Malaysia,75906.896551724145,22042
May,2024,Malaysia,304223.07692307688,39562
Apr.,2024,Malaysia,208913.63636363635,45983
Mar.,2024,Malaysia,131003.125,41953
Feb.,2024,Malaysia,462807.69230769231,60178
Jan.,2024,Malaysia,213760,32079
Dec.,2024,Malawi,-60.975609756097562,16
Nov.,2024,Malawi,-33.928571428571431,37
Oct.,2024,Malawi,-15.217391304347828,39
Sep.,2024,Malawi,-29.310344827586203,41
Aug.,2024,Malawi,-58.333333333333336,30
Jul.,2024,Malawi,-77.551020408163268,11
Jun.,2024,Malawi,-44.230769230769226,29
May,2024,Malawi,-83.75,13
Apr.,2024,Malawi,-26.666666666666668,22
Mar.,2024,Malawi,14.285714285714285,32
Feb.,2024,Malawi,-31.578947368421051,13
Jan.,2024,Malawi,-42.307692307692307,15
Dec.,2024,Madagascar,-99.75544288696689,41
Nov.,2024,Madagascar,-99.452215592291893,56
Oct.,2024,Madagascar,-99.4014313597918,46
Sep.,2024,Madagascar,-99.107142857142861,58
Aug.,2024,Madagascar,-99.62842545285649,72
Jul.,2024,Madagascar,-99.722505379997742,49
Jun.,2024,Madagascar,-99.439111206989537,52
May,2024,Madagascar,-98.897767980159827,80
Apr.,2024,Madagascar,-99.544072948328264,30
Mar.,2024,Madagascar,-99.653422453273919,28
Feb.,2024,Madagascar,-99.775652379265551,19
Jan.,2024,Madagascar,-99.5606623859412,26
Dec.,2024,Macau,9480,16765
Nov.,2024,Macau,3413.058419243986,10223
Oct.,2024,Macau,1662.6146788990827,7685
Sep.,2024,Macau,1821.8934911242602,6496
Aug.,2024,Macau,3699.411764705882,19377
Jul.,2024,Macau,3940.7322654462241,17658
Jun.,2024,Macau,4558.7939698492464,9271
May,2024,Macau,2106.0790273556231,7258
Apr.,2024,Macau,1659.3582887700536,6580
Mar.,2024,Macau,1597.2689075630251,8079
Feb.,2024,Macau,4711.931818181818,8469
Jan.,2024,Macau,6064.5833333333339,5918
Dec.,2024,Luxembourg,-60.496613995485326,175
Nov.,2024,Luxembourg,-75.297113752122229,291
Oct.,2024,Luxembourg,-68.428674873280229,436
Sep.,2024,Luxembourg,-63.340563991323208,338
Aug.,2024,Luxembourg,-15.282392026578073,510
Jul.,2024,Luxembourg,-21.964285714285715,437
Jun.,2024,Luxembourg,-63.351749539594849,199
May,2024,Luxembourg,-67.776689520078364,329
Apr.,2024,Luxembourg,-58.946212952799129,374
Mar.,2024,Luxembourg,-53.515625,476
Feb.,2024,Luxembourg,-60.714285714285708,176
Jan.,2024,Luxembourg,-72.093023255813947,96
Dec.,2024,Lithuania,4330,443
Nov.,2024,Lithuania,6444.4444444444443,1178
Oct.,2024,Lithuania,2777.083333333333,1381
Sep.,2024,Lithuania,3908.6956521739135,922
Aug.,2024,Lithuania,3068.4210526315792,602
Jul.,2024,Lithuania,2700,560
Jun.,2024,Lithuania,3778.5714285714284,543
May,2024,Lithuania,4339.130434782609,1021
Apr.,2024,Lithuania,2660.6060606060605,911
Mar.,2024,Lithuania,3203.2258064516127,1024
Feb.,2024,Lithuania,4877.7777777777783,448
Jan.,2024,Lithuania,4814.2857142857147,344
Dec.,2024,Liechtenstein,-44.444444444444443,10
Nov.,2024,Liechtenstein,-21.739130434782609,18
Oct.,2024,Liechtenstein,71.428571428571431,48
Sep.,2024,Liechtenstein,-25.806451612903224,23
Aug.,2024,Liechtenstein,0,19
Jul.,2024,Liechtenstein,-9.0909090909090917,20
Jun.,2024,Liechtenstein,16.666666666666664,14
May,2024,Liechtenstein,64.285714285714292,23
Apr.,2024,Liechtenstein,153.84615384615387,33
Mar.,2024,Liechtenstein,244.44444444444446,31
Feb.,2024,Liechtenstein,28.571428571428569,9
Jan.,2024,Liechtenstein,-50,7
Dec.,2024,Libya,63.636363636363633,18
Nov.,2024,Libya,228.57142857142856,23
Oct.,2024,Libya,133.33333333333331,28
Sep.,2024,Libya,34.782608695652172,31
Aug.,2024,Libya,26.666666666666668,19
Jul.,2024,Libya,214.28571428571428,22
Jun.,2024,Libya,-33.333333333333329,12
May,2024,Libya,-6.666666666666667,14
Apr.,2024,Libya,44.444444444444443,13
Mar.,2024,Libya,-50,9
Feb.,2024,Libya,-30,7
Jan.,2024,Libya,-17.647058823529413,14
Dec.,2024,Liberia,-45,11
Nov.,2024,Liberia,0,7
Oct.,2024,Liberia,33.333333333333329,12
Sep.,2024,Liberia,228.57142857142856,23
Aug.,2024,Liberia,50,15
Jul.,2024,Liberia,250,7
Jun.,2024,Liberia,80,18
May,2024,Liberia,87.5,15
Apr.,2024,Liberia,125,9
Mar.,2024,Liberia,500,18
Feb.,2024,Liberia,150,10
Jan.,2024,Liberia,0,17
Dec.,2024,Lesotho,-77.272727272727266,20
Nov.,2024,Lesotho,-95.59748427672956,7
Oct.,2024,Lesotho,-93.571428571428569,9
Sep.,2024,Lesotho,-93.333333333333329,7
Aug.,2024,Lesotho,-88.235294117647058,10
Jul.,2024,Lesotho,-97.849462365591393,2
Jun.,2024,Lesotho,-90.566037735849065,10
May,2024,Lesotho,-94.326241134751783,8
Apr.,2024,Lesotho,-98.571428571428584,4
Mar.,2024,Lesotho,-97.902097902097907,3
Feb.,2024,Lesotho,-95.555555555555557,4
Jan.,2024,Lesotho,-77.027027027027032,17
Dec.,2024,Lebanon,-61.06194690265486,88
Nov.,2024,Lebanon,-65.207877461706786,159
Oct.,2024,Lebanon,-77.742448330683629,140
Sep.,2024,Lebanon,-72.074468085106375,105
Aug.,2024,Lebanon,-62.882096069869,85
Jul.,2024,Lebanon,-69.508196721311478,93
Jun.,2024,Lebanon,-57.258064516129039,106
May,2024,Lebanon,-54.807692307692314,141
Apr.,2024,Lebanon,-41.05263157894737,280
Mar.,2024,Lebanon,-74.690265486725664,143
Feb.,2024,Lebanon,-48.275862068965516,90
Jan.,2024,Lebanon,-44.776119402985074,74
Dec.,2024,Latvia,-77.690029615004946,226
Nov.,2024,Latvia,-28.482003129890455,457
Oct.,2024,Latvia,23.575638506876228,629
Sep.,2024,Latvia,-12.761020881670534,376
Aug.,2024,Latvia,-52.390852390852395,229
Jul.,2024,Latvia,-32.819383259911895,305
Jun.,2024,Latvia,-50.300601202404806,248
May,2024,Latvia,-38.943248532289623,312
Apr.,2024,Latvia,-62.861610633307272,475
Mar.,2024,Latvia,-19.515669515669515,565
Feb.,2024,Latvia,-62.899786780383792,174
Jan.,2024,Latvia,-69.68325791855203,134
Dec.,2024,Laos,322.08333333333331,1013
Nov.,2024,Laos,116.61016949152543,639
Oct.,2024,Laos,48.830409356725149,509
Sep.,2024,Laos,38.141025641025635,431
Aug.,2024,Laos,101.25523012552303,481
Jul.,2024,Laos,71.320754716981128,454
Jun.,2024,Laos,94.163424124513611,499
May,2024,Laos,38.858695652173914,511
Apr.,2024,Laos,345.64459930313592,1279
Mar.,2024,Laos,53.94736842105263,702
Feb.,2024,Laos,281.30081300813009,469
Jan.,2024,Laos,198.64864864864865,442
Dec.,2024,Kyrgyzstan,-43.925233644859816,240
Nov.,2024,Kyrgyzstan,-58.74125874125874,295
Oct.,2024,Kyrgyzstan,-34.980988593155892,342
Sep.,2024,Kyrgyzstan,6.8493150684931506,312
Aug.,2024,Kyrgyzstan,-57.548845470692726,239
Jul.,2024,Kyrgyzstan,-55.759599332220368,265
Jun.,2024,Kyrgyzstan,-52.583025830258301,257
May,2024,Kyrgyzstan,-12.17183770883055,368
Apr.,2024,Kyrgyzstan,-69.500531349628062,287
Mar.,2024,Kyrgyzstan,424.13793103448273,456
Feb.,2024,Kyrgyzstan,-72.967032967032964,123
Jan.,2024,Kyrgyzstan,-75.250836120401345,148
Dec.,2024,Kuwait,4655.5555555555557,428
Nov.,2024,Kuwait,11816.666666666668,715
Oct.,2024,Kuwait,3657.1428571428569,526
Sep.,2024,Kuwait,3144.4444444444443,292
Aug.,2024,Kuwait,56200,563
Jul.,2024,Kuwait,5345.454545454545,599
Jun.,2024,Kuwait,4069.2307692307695,542
May,2024,Kuwait,10375,419
Apr.,2024,Kuwait,31266.666666666668,941
Mar.,2024,Kuwait,625,87
Feb.,2024,Kuwait,7483.333333333333,455
Jan.,2024,Kuwait,5880,598
Dec.,2024,Kiribati,-93.793103448275858,9
Nov.,2024,Kiribati,-97.909407665505228,6
Oct.,2024,Kiribati,-94.96402877697841,14
Sep.,2024,Kiribati,-96.81978798586573,9
Aug.,2024,Kiribati,-99.53051643192488,1
Jul.,2024,Kiribati,-92.617449664429529,11
Jun.,2024,Kiribati,-92.655367231638422,13
May,2024,Kiribati,-97.948717948717942,4
Apr.,2024,Kiribati,-98.832684824902728,3
Mar.,2024,Kiribati,-95.6989247311828,12
Feb.,2024,Kiribati,-97.510373443983397,6
Jan.,2024,Kiribati,-93.788819875776397,10
Dec.,2024,Kenya,-77.896341463414629,145
Nov.,2024,Kenya,-70.773930753564144,287
Oct.,2024,Kenya,-72.032193158953731,278
Sep.,2024,Kenya,-65.061728395061721,283
Aug.,2024,Kenya,-73.274780426599747,213
Jul.,2024,Kenya,-81.62762022194822,149
Jun.,2024,Kenya,-76.368491321762349,177
May,2024,Kenya,-82.27272727272728,195
Apr.,2024,Kenya,-76.115241635687738,257
Mar.,2024,Kenya,-83.863504916136506,279
Feb.,2024,Kenya,-24.213836477987421,241
Jan.,2024,Kenya,-54.390934844192643,161
Dec.,2024,Kazakhstan,543.13725490196077,656
Nov.,2024,Kazakhstan,273.38403041825097,982
Oct.,2024,Kazakhstan,506.09756097560972,994
Sep.,2024,Kazakhstan,422.58064516129031,810
Aug.,2024,Kazakhstan,532.53968253968253,797
Jul.,2024,Kazakhstan,377.05882352941177,811
Jun.,2024,Kazakhstan,276.3819095477387,749
May,2024,Kazakhstan,658.62068965517244,1100
Apr.,2024,Kazakhstan,504.49438202247194,1076
Mar.,2024,Kazakhstan,1578.6407766990289,1729
Feb.,2024,Kazakhstan,144.61538461538461,318
Jan.,2024,Kazakhstan,252.99999999999997,353
Dec.,2024,Jordan,142.85714285714286,102
Nov.,2024,Jordan,275.71428571428572,263
Oct.,2024,Jordan,121.62162162162163,164
Sep.,2024,Jordan,68.478260869565219,155
Aug.,2024,Jordan,-24.550898203592812,126
Jul.,2024,Jordan,112.5,170
Jun.,2024,Jordan,231.66666666666669,199
May,2024,Jordan,158.92857142857142,145
Apr.,2024,Jordan,143.83561643835617,178
Mar.,2024,Jordan,-9.6491228070175428,103
Feb.,2024,Jordan,282.35294117647061,130
Jan.,2024,Jordan,-1.9607843137254902,100
Dec.,2024,Jamaica,-99.722607489597777,42
Nov.,2024,Jamaica,-99.664252482133435,70
Oct.,2024,Jamaica,-99.704744045006592,74
Sep.,2024,Jamaica,-99.530420579828501,92
Aug.,2024,Jamaica,-99.518093149419983,167
Jul.,2024,Jamaica,-99.564507348938491,80
Jun.,2024,Jamaica,-99.599733155436951,60
May,2024,Jamaica,-99.678954308318524,56
Apr.,2024,Jamaica,-99.706296519814927,73
Mar.,2024,Jamaica,-99.532671968516851,114
Feb.,2024,Jamaica,-99.549966909331573,34
Jan.,2024,Jamaica,-98.51722634103794,102
Dec.,2024,Italy,389.68305304010352,15141
Nov.,2024,Italy,199.98561151079139,20849
Oct.,2024,Italy,141.80414857694163,25063
Sep.,2024,Italy,189.65109402720284,19592
Aug.,2024,Italy,848.38533114395182,34654
Jul.,2024,Italy,422.61735419630162,18370
Jun.,2024,Italy,361.94144838212634,14990
May,2024,Italy,247.12437810945275,17443
Apr.,2024,Italy,194.665085951393,24855
Mar.,2024,Italy,273.85440613026822,24394
Feb.,2024,Italy,563.30114135206315,7555
Jan.,2024,Italy,770.75949367088606,6879
Dec.,2024,Israel,41.380887059899408,3092
Nov.,2024,Israel,146.45390070921985,6950
Oct.,2024,Israel,171.90451206715636,10365
Sep.,2024,Israel,123.97350993377484,6764
Aug.,2024,Israel,74.082896617436873,3654
Jul.,2024,Israel,40.095655639697092,3515
Jun.,2024,Israel,21.127286300858529,3245
May,2024,Israel,70.281260589630634,5025
Apr.,2024,Israel,179.11978821972204,8435
Mar.,2024,Israel,62.152087475149109,6525
Feb.,2024,Israel,-50.456720313179645,1139
Jan.,2024,Israel,-49.777495232040685,790
Dec.,2024,Ireland,3024.2857142857142,2187
Nov.,2024,Ireland,2352.173913043478,2820
Oct.,2024,Ireland,2949.5999999999999,3812
Sep.,2024,Ireland,2375.4098360655739,3020
Aug.,2024,Ireland,1998.9999999999998,2099
Jul.,2024,Ireland,2201.8348623853212,2509
Jun.,2024,Ireland,1722.4489795918366,2679
May,2024,Ireland,2880.8080808080808,2951
Apr.,2024,Ireland,3220.8791208791213,3022
Mar.,2024,Ireland,5265.3333333333339,4024
Feb.,2024,Ireland,3492.1875,2299
Jan.,2024,Ireland,2147.1428571428573,1573
Dec.,2024,Iraq,-85.507246376811594,70
Nov.,2024,Iraq,-87.250554323725055,115
Oct.,2024,Iraq,-79.903536977491967,125
Sep.,2024,Iraq,-88.52304797742238,122
Aug.,2024,Iraq,-85.380116959064324,100
Jul.,2024,Iraq,-76.709401709401718,109
Jun.,2024,Iraq,-72.523364485981318,147
May,2024,Iraq,-89.589905362776023,99
Apr.,2024,Iraq,-87.430939226519328,91
Mar.,2024,Iraq,-96.900826446281002,75
Feb.,2024,Iraq,-77.385159010600702,64
Jan.,2024,Iraq,-72.222222222222214,70
Dec.,2024,Iran,-99.35594847587808,483
Nov.,2024,Iran,-98.153190966605933,902
Oct.,2024,Iran,-98.560684947356251,622
Sep.,2024,Iran,-96.969869730053304,1063
Aug.,2024,Iran,-96.90875401093686,684
Jul.,2024,Iran,-98.417368367657502,468
Jun.,2024,Iran,-98.757316733252807,535
May,2024,Iran,-97.695886029946209,951
Apr.,2024,Iran,-98.841877949292169,724
Mar.,2024,Iran,-93.537705618457593,2420
Feb.,2024,Iran,-99.260053338911263,283
Jan.,2024,Iran,-99.389638384963789,252
Dec.,2024,Indonesia,341.11522851596965,74994
Nov.,2024,Indonesia,107.46325715742077,48841
Oct.,2024,Indonesia,99.092416843269135,43215
Sep.,2024,Indonesia,96.367198432689619,35081
Aug.,2024,Indonesia,37.323899956556815,22127
Jul.,2024,Indonesia,97.918479352118339,29571
Jun.,2024,Indonesia,116.51579159122913,43052
May,2024,Indonesia,41.991193064538322,41274
Apr.,2024,Indonesia,169.90328987134097,62515
Mar.,2024,Indonesia,37.646107476291995,37448
Feb.,2024,Indonesia,283.80331159056698,38246
Jan.,2024,Indonesia,227.46668781725887,41287
Dec.,2024,India,14813.157894736842,17001
Nov.,2024,India,15088.387096774193,23542
Oct.,2024,India,8412.1568627450979,21706
Sep.,2024,India,11653.289473684212,17865
Aug.,2024,India,13000,16113
Jul.,2024,India,9180.1242236024846,14941
Jun.,2024,India,8082.7160493827168,19884
May,2024,India,13357.407407407407,29068
Apr.,2024,India,9883.6206896551721,23162
Mar.,2024,India,10527.34375,27206
Feb.,2024,India,10173.195876288659,9965
Jan.,2024,India,10584.745762711864,12608
Dec.,2024,Iceland,-85.019710906701704,114
Nov.,2024,Iceland,-88.212927756653997,155
Oct.,2024,Iceland,-90.456586826347305,255
Sep.,2024,Iceland,-88.476118271417732,152
Aug.,2024,Iceland,-89.056939501779368,123
Jul.,2024,Iceland,-85.777385159010606,161
